"Site","Year","X","Y","DiameterX","DiameterY","Rosettes","Infl","Rust","BrType","InflBr","Comments","TagNew","location_comment","TagDist","RosNew","InflNew","surv","lagsrtsz","lagforsurv","Tot_fall_ppt","Tot_winter_ppt","Tot_summer_ppt","Mean_fall_temp","Mean_winter_temp","Mean_summer_temp","TransectNew","InflYesNo"
"Garden Park East",2004,0.5,0.25,23,20,41,37,0,"None",0,"2004 - plants above tag are OUT.","E.5.141","10 cm N, downhill of tag",10,44,37,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"E.5",1
"Garden Park East",2005,0.5,0.25,22,13,39,21,0,"None",0,"","E.5.141","10 cm N, downhill of tag",10,39,21,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"E.5",1
"Garden Park East",2006,0.5,0.25,17,14,21,17,0,"None",0,"","E.5.141","10 cm N, downhill of tag",10,21,17,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"E.5",1
"Garden Park East",2007,0.5,0.25,17,12,53,26,0,"None",0,"","E.5.141","10 cm N, downhill of tag",10,53,26,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.5",1
"Garden Park East",2008,0.5,0.25,24,15,79,3,0,"None",0,"","E.5.141","10 cm N, downhill of tag",10,79,3,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.5",1
"Garden Park East",2009,0.5,0.25,18,15,38,21,0,"None",0,".","E.5.141","10 cm N, downhill of tag",10,38,21,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"E.5",1
"Garden Park East",2010,0.5,0.25,26,24,55,28,0,"None",0,"","E.5.141","10 cm N, downhill of tag",10,55,28,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"E.5",1
"Garden Park East",2011,0.5,0.25,24,22,42,2,0,"None",0,"","E.5.141","10 cm N, downhill of tag",10,42,2,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"E.5",1
"Garden Park East",2012,0.5,0.25,10,6,6,3,0,"None",0,"10cm N/downhill","E.5.141","10 cm N, downhill of tag",10,34,23,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"E.5",1
"Garden Park East",2013,0.5,0.25,11,9,20,7,0,"None",0,"","E.5.141","10 cm N, downhill of tag",10,45,10,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,"E.5",1
"Garden Park East",2014,NA,NA,NA,NA,41,37,NA,NA,NA,NA,"E.5.141","10 cm N, downhill of tag",10,NA,NA,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,"E.5",NA
"Garden Park East",2015,NA,NA,NA,NA,41,37,NA,NA,NA,NA,"E.5.141","10 cm N, downhill of tag",10,NA,NA,NA,0,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,"E.5",NA
"Garden Park East",2016,0.5,0.25,NA,NA,NA,NA,NA,"None",NA,"dead","E.5.141","10 cm N, downhill of tag",10,22,0,1,3,3,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063,"E.5",0
"Garden Park East",2017,NA,NA,NA,NA,41,37,NA,NA,NA,NA,"E.5.141","10 cm N, downhill of tag",10,NA,NA,NA,0,0,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,"E.5",NA
"Garden Park East",2018,0.5,0.25,0,0,NA,NA,0,"None",0,"","E.5.141","10 cm N, downhill of tag",10,17,9,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,"E.5",1
"Garden Park East",2019,NA,NA,NA,NA,41,37,NA,NA,NA,NA,"E.5.141","10 cm N, downhill of tag",10,NA,NA,NA,0,0,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486,"E.5",NA
"Garden Park East",2020,0.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"E.5.141","10 cm N, downhill of tag",10,NA,NA,NA,0,0,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,"E.5",NA
"Garden Park East",2021,NA,NA,NA,NA,41,37,NA,NA,NA,NA,"E.5.141","10 cm N, downhill of tag",10,NA,NA,NA,0,0,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453,"E.5",NA
"Garden Park East",2022,0.5,0.25,22,13,47,1,0,"Leaf",1,"","E.5.141","10 cm N, downhill of tag",10,47,1,1,4,4,103.334198,82.71409845,212.1602964,15.25862455,1.965074971,16.43314981,"E.5",1
"Garden Park East",2004,0.53,3.51,35,25,38,36,0,"None",0,"","E.5.142","",0,43,36,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"E.5",1
"Garden Park East",2005,0.53,3.51,32,26,74,68,0,"Inflorescence",1,"","E.5.142","",0,77,68,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"E.5",1
"Garden Park East",2006,0.53,3.51,28,23,43,14,0,"None",0,"middle die off","E.5.142","",0,43,14,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"E.5",1
"Garden Park East",2007,0.53,3.51,28,20,72,40,0,"None",0,"rust on leaves, middle has grown back","E.5.142","",0,72,40,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.5",1
"Garden Park East",2008,0.53,3.51,33,27,95,0,0,"None",0,"","E.5.142","",0,95,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.5",0
"Garden Park East",2009,0.53,3.51,35,24,56,10,0,"None",0,"plant west","E.5.142","",0,56,10,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"E.5",1
"Garden Park East",2010,0.53,3.51,32,27,77,3,0,"None",0,"","E.5.142","",0,77,3,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"E.5",1
"Garden Park East",2011,0.53,3.51,30,21,34,0,0,"None",0,"mostly dead","E.5.142","",0,34,0,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"E.5",0
"Garden Park East",2012,0.53,3.51,33,28,42,19,0,"Inflorescence",3,"","E.5.142","",0,42,19,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"E.5",1
"Garden Park East",2013,0.53,3.51,24,10,37,0,0,"None",0,"","E.5.142","",0,50,0,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,"E.5",0
"Garden Park East",2014,NA,NA,NA,NA,38,36,NA,NA,NA,NA,"E.5.142","",0,NA,NA,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,"E.5",NA
"Garden Park East",2015,NA,NA,NA,NA,38,36,NA,NA,NA,NA,"E.5.142","",0,NA,NA,NA,0,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,"E.5",NA
"Garden Park East",2016,0.53,3.51,NA,NA,NA,NA,NA,"None",NA,"dead","E.5.142","",0,NA,NA,0,0,3,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063,"E.5",NA
"Garden Park East",2004,0.36,3.31,3,1,1,0,0,"None",0,"","E.5.143","",0,2,0,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"E.5",0
"Garden Park East",2005,0.36,3.31,0,0,NA,NA,0,"None",0,"dead","E.5.143","",0,1,0,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"E.5",0
"Garden Park East",2006,0.36,3.31,0,0,NA,NA,0,"None",0,"dead","E.5.143","",0,1,0,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"E.5",0
"Garden Park East",2007,0.36,3.31,0,0,NA,NA,0,"None",0,"dead","E.5.143","",0,NA,NA,0,0,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.5",NA
"Garden Park East",2004,0.32,3.56,1,1,1,0,0,"None",0,"","E.5.144","nail in grass",0,1,0,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"E.5",0
"Garden Park East",2005,0.32,3.56,2,0,1,0,0,"None",0,"small","E.5.144","nail in grass",0,1,0,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"E.5",0
"Garden Park East",2006,0.32,3.56,1,0,1,0,0,"None",0,"","E.5.144","nail in grass",0,1,0,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"E.5",0
"Garden Park East",2007,0.32,3.56,1,1,1,0,0,"None",0,"","E.5.144","nail in grass",0,1,0,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.5",0
"Garden Park East",2008,0.32,3.56,0,0,NA,NA,0,"None",0,"dead","E.5.144","nail in grass",0,NA,NA,0,0,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.5",NA
"Garden Park East",2004,0.27,4.29,20,10,14,12,0,"None",0,"2004 - 1 INF damaged (not predation).","E.5.145","",0,14,12,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"E.5",1
"Garden Park East",2005,0.27,4.29,20,8,24,16,0,"None",0,"2 clumps","E.5.145","",0,24,16,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"E.5",1
"Garden Park East",2006,0.27,4.29,15,6,10,7,0,"None",0,"","E.5.145","",0,10,7,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"E.5",1
"Garden Park East",2007,0.27,4.29,0,0,NA,NA,0,"None",0,"dead, died in '07??","E.5.145","",0,NA,NA,0,0,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.5",NA
"Garden Park East",2004,0.19,6.07,3,1,1,0,0,"None",0,"","E.5.146","",0,1,0,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"E.5",0
"Garden Park East",2005,0.19,6.07,1,1,1,0,0,"None",0,"","E.5.146","",0,1,0,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"E.5",0
"Garden Park East",2006,0.19,6.07,0,0,NA,NA,0,"None",0,"dead","E.5.146","",0,NA,NA,0,0,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"E.5",NA
"Garden Park East",2004,0.59,8.49,16,11,8,1,0,"Leaf",0,"2004 - INF aborted.","E.5.147","",0,8,1,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"E.5",1
"Garden Park East",2005,0.59,8.49,8,5,4,1,0,"None",0,"","E.5.147","",0,4,1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"E.5",1
"Garden Park East",2006,0.59,8.49,7,3,1,0,0,"None",0,"mostly dead","E.5.147","",0,1,0,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"E.5",0
"Garden Park East",2007,0.59,8.49,5,5,12,2,0,"None",0,"","E.5.147","",0,12,2,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.5",1
"Garden Park East",2008,0.59,8.49,13,9,25,0,0,"None",0,"","E.5.147","",0,25,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.5",0
"Garden Park East",2009,0.59,8.49,8,6,8,0,0,"None",0,"mostly dead","E.5.147","",0,8,0,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"E.5",0
"Garden Park East",2010,0.59,8.49,0,0,NA,NA,0,"None",0,"dead","E.5.147","",0,NA,NA,0,0,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"E.5",NA
"Garden Park East",2004,0.24,8.6,8,7,5,2,0,"None",0,"","E.5.148","",0,5,2,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"E.5",1
"Garden Park East",2005,0.24,8.6,3,2,2,0,0,"None",0,"","E.5.148","",0,2,0,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"E.5",0
"Garden Park East",2006,0.24,8.6,0,0,NA,NA,0,"None",0,"dead","E.5.148","",0,NA,NA,0,0,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"E.5",NA
"Garden Park East",2004,0.38,10.46,12,7,14,8,0,"None",0,"","E.5.149","",0,14,8,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"E.5",1
"Garden Park East",2005,0.38,10.46,11,3,6,0,0,"None",0,"","E.5.149","",0,6,0,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"E.5",0
"Garden Park East",2006,0.38,10.46,11,4,4,0,0,"None",0,"","E.5.149","",0,4,0,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"E.5",0
"Garden Park East",2007,0.38,10.46,0,0,NA,NA,0,"None",0,"dead","E.5.149","",0,NA,NA,0,0,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.5",NA
"Garden Park East",2004,0.18,13.98,13,8,8,7,0,"None",0,"","E.5.151","",0,8,7,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"E.5",1
"Garden Park East",2005,0.18,13.98,19,8,16,23,0,"None",0,"","E.5.151","",0,16,23,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"E.5",1
"Garden Park East",2006,0.18,13.98,5,4,4,0,0,"None",0,"","E.5.151","",0,4,0,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"E.5",0
"Garden Park East",2007,0.18,13.98,4,3,3,3,0,"None",0,"","E.5.151","",0,3,3,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.5",1
"Garden Park East",2008,0.18,13.98,7,3,9,0,0,"None",0,"","E.5.151","",0,9,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.5",0
"Garden Park East",2009,0.18,13.98,6,3,5,0,0,"None",0,"","E.5.151","",0,5,0,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"E.5",0
"Garden Park East",2010,0.18,13.98,8,6,6,6,0,"None",0,"","E.5.151","",0,6,6,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"E.5",1
"Garden Park East",2011,0.18,13.98,6,4,8,0,0,"None",0,"","E.5.151","",0,8,0,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"E.5",0
"Garden Park East",2012,0.18,13.98,5,4,8,1,0,"None",0,"","E.5.151","",0,8,1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"E.5",1
"Garden Park East",2013,0.18,13.98,NA,NA,NA,NA,NA,"None",NA,"dead","E.5.151","",0,NA,NA,0,0,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,"E.5",NA
"Garden Park East",2004,0.3,11.05,9,6,4,0,0,"None",0,"","E.5.150","",0,4,0,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"E.5",0
"Garden Park East",2005,0.3,11.05,8,6,10,4,0,"None",0,"","E.5.150","",0,10,4,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"E.5",1
"Garden Park East",2006,0.3,11.05,6,4,4,0,0,"None",0,"dry/ deadish","E.5.150","",0,4,0,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"E.5",0
"Garden Park East",2007,0.3,11.05,5,2,5,1,0,"None",0,"","E.5.150","",0,6,1,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.5",1
"Garden Park East",2008,0.3,11.05,6,4,10,0,0,"None",0,"","E.5.150","",0,15,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.5",0
"Garden Park East",2009,0.3,11.05,7,3,8,0,0,"None",0,"","E.5.150","",0,8,0,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"E.5",0
"Garden Park East",2010,0.3,11.05,7,4,6,0,0,"None",0,"","E.5.150","",0,9,0,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"E.5",0
"Garden Park East",2011,0.3,11.05,4,6,2,0,0,"None",0,"","E.5.150","",0,2,0,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"E.5",0
"Garden Park East",2012,0.3,11.05,0,0,NA,NA,0,"None",0,"dead","E.5.150","",0,NA,NA,NA,0,0,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"E.5",NA
"Garden Park East",2013,0.3,11.05,NA,NA,NA,NA,NA,"None",NA,"dead","E.5.150","",0,1,0,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,"E.5",0
"Garden Park East",2014,NA,NA,NA,NA,4,0,NA,NA,NA,NA,"E.5.150","",0,NA,NA,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,"E.5",NA
"Garden Park East",2015,NA,NA,NA,NA,4,0,NA,NA,NA,NA,"E.5.150","",0,NA,NA,NA,0,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,"E.5",NA
"Garden Park East",2016,0.3,11.05,NA,NA,NA,NA,NA,"None",NA,"dead","E.5.150","",0,NA,NA,0,0,3,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063,"E.5",NA
"Garden Park East",2004,0.29,16.07,7,9,4,2,0,"Leaf",0,"","E.5.152","W of tag",0,37,42,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"E.5",1
"Garden Park East",2005,0.29,16.07,21,9,15,30,0,"None",6,"","E.5.152","W of tag",0,63,76,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"E.5",1
"Garden Park East",2006,0.29,16.07,15,15,32,25,0,"Leaf",0,"mammal","E.5.152","W of tag",0,52,32,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"E.5",1
"Garden Park East",2007,0.29,16.07,16,12,48,33,0,"None",0,"","E.5.152","W of tag",0,84,50,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.5",1
"Garden Park East",2008,0.29,16.07,23,13,70,33,0,"None",0,"","E.5.152","W of tag",0,109,40,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.5",1
"Garden Park East",2009,0.29,16.07,25,21,61,43,0,"None",0,"","E.5.152","W of tag",0,111,52,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"E.5",1
"Garden Park East",2010,0.29,16.07,30,16,68,64,0,"Inflorescence",39,"","E.5.152","W of tag",0,118,107,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"E.5",1
"Garden Park East",2011,0.29,16.07,24,22,41,0,0,"None",0,"mostly dead","E.5.152","W of tag",0,65,0,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"E.5",0
"Garden Park East",2012,0.29,16.07,24,12,17,8,0,"None",0,"","E.5.152","W of tag",0,29,17,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"E.5",1
"Garden Park East",2013,0.29,16.07,NA,NA,NA,NA,NA,"None",NA,"dead","E.5.152","W of tag",0,5,0,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,"E.5",0
"Garden Park East",2014,NA,NA,NA,NA,4,2,NA,NA,NA,NA,"E.5.152","W of tag",0,NA,NA,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,"E.5",NA
"Garden Park East",2015,NA,NA,NA,NA,4,2,NA,NA,NA,NA,"E.5.152","W of tag",0,NA,NA,NA,0,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,"E.5",NA
"Garden Park East",2016,0.29,16.07,NA,NA,NA,NA,NA,"None",NA,"dead","E.5.152","W of tag",0,NA,NA,0,0,3,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063,"E.5",NA
"Garden Park East",2004,0.08,18.17,22,15,14,7,0,"None",0,"2004 - 1 INF damaged (not predation).","E.5.153","",0,14,7,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"E.5",1
"Garden Park East",2005,0.08,18.17,18,7,25,26,0,"None",0,"","E.5.153","",0,25,26,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"E.5",1
"Garden Park East",2006,0.08,18.17,16,8,20,6,0,"None",0,"","E.5.153","",0,20,6,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"E.5",1
"Garden Park East",2007,0.08,18.17,19,9,39,22,0,"None",0,"","E.5.153","",0,39,22,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.5",1
"Garden Park East",2008,0.08,18.17,25,9,49,24,0,"None",0,"","E.5.153","",0,49,24,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.5",1
"Garden Park East",2009,0.08,18.17,22,14,37,19,0,"None",0,"","E.5.153","",0,37,19,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"E.5",1
"Garden Park East",2010,0.08,18.17,24,16,37,41,1,"Inflorescence",3,"","E.5.153","",0,37,41,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"E.5",1
"Garden Park East",2011,0.08,18.17,17,18,49,0,0,"None",0,"lots of last year's flowers","E.5.153","",0,49,0,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"E.5",0
"Garden Park East",2012,0.08,18.17,15,14,15,11,0,"Leaf",0,"","E.5.153","",0,15,11,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"E.5",1
"Garden Park East",2013,0.08,18.17,12,11,13,0,0,"None",0,"tag gone","E.5.153","",0,13,0,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,"E.5",0
"Garden Park East",2014,NA,NA,NA,NA,14,7,NA,NA,NA,NA,"E.5.153","",0,NA,NA,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,"E.5",NA
"Garden Park East",2015,NA,NA,NA,NA,14,7,NA,NA,NA,NA,"E.5.153","",0,NA,NA,NA,0,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,"E.5",NA
"Garden Park East",2016,0.08,18.17,NA,NA,NA,NA,NA,"None",NA,"tag gone, dead","E.5.153","",0,NA,NA,0,0,3,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063,"E.5",NA
"Garden Park East",2004,0.52,25.75,17,14,18,0,0,"None",0,"","E.5.154","",0,19,0,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"E.5",0
"Garden Park East",2005,0.52,25.75,13,9,12,0,0,"None",0,"","E.5.154","",0,15,0,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"E.5",0
"Garden Park East",2006,0.52,25.75,11,10,9,1,0,"None",0,"","E.5.154","",0,11,1,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"E.5",1
"Garden Park East",2007,0.52,25.75,8,5,14,0,0,"None",0,"","E.5.154","",0,16,0,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.5",0
"Garden Park East",2008,0.52,25.75,11,10,12,0,0,"None",0,"","E.5.154","",0,12,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.5",0
"Garden Park East",2009,0.52,25.75,16,11,8,3,0,"None",0,"","E.5.154","",0,8,3,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"E.5",1
"Garden Park East",2010,0.52,25.75,13,12,15,0,0,"None",0,"","E.5.154","",0,15,0,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"E.5",0
"Garden Park East",2011,0.52,25.75,13,9,12,3,0,"Leaf",1,"insect, mammal","E.5.154","",0,12,3,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"E.5",1
"Garden Park East",2012,0.52,25.75,23,15,19,15,0,"None",0,"","E.5.154","",0,19,15,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"E.5",1
"Garden Park East",2013,0.52,25.75,22,14,25,7,0,"None",0,"","E.5.154","",0,25,7,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,"E.5",1
"Garden Park East",2014,NA,NA,NA,NA,18,0,NA,NA,NA,NA,"E.5.154","",0,NA,NA,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,"E.5",NA
"Garden Park East",2015,NA,NA,NA,NA,18,0,NA,NA,NA,NA,"E.5.154","",0,NA,NA,NA,0,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,"E.5",NA
"Garden Park East",2016,0.52,25.75,NA,NA,NA,NA,NA,"None",NA,"dead","E.5.154","",0,NA,NA,0,0,3,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063,"E.5",NA
"Garden Park East",2004,0.23,26.25,1,1,1,0,0,"None",0,"","E.5.155","plant uphill from tag",0,3,0,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"E.5",0
"Garden Park East",2005,0.23,26.25,1,1,2,0,0,"None",0,"","E.5.155","plant uphill from tag",0,6,0,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"E.5",0
"Garden Park East",2006,0.23,26.25,2,1,1,0,0,"None",0,"","E.5.155","plant uphill from tag",0,5,0,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"E.5",0
"Garden Park East",2007,0.23,26.25,0,0,NA,NA,0,"None",0,"dead","E.5.155","plant uphill from tag",0,4,0,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.5",0
"Garden Park East",2008,0.23,26.25,0,0,NA,NA,0,"None",0,"dead","E.5.155","plant uphill from tag",0,2,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.5",0
"Garden Park East",2009,0.23,26.25,0,0,NA,NA,0,"None",0,"dead","E.5.155","plant uphill from tag",0,2,0,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"E.5",0
"Garden Park East",2010,0.23,26.25,6,3,5,0,0,"None",0,"","E.5.155","plant uphill from tag",0,5,0,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"E.5",0
"Garden Park East",2011,0.23,26.25,0,0,NA,NA,0,"None",0,"dead","E.5.155","plant uphill from tag",0,NA,NA,NA,0,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"E.5",NA
